0000000000000000 ; 9999900000000000
0000000000000000 ; 9999900000000210
0000000000000000 ; 9999900300000000
0000000000000000 ; 9999900400000000
0000000000000001 ; 4000000000000020
0000000000000001 ; 4000000000000030
0000000000000001 ; 4000000000000050
0000000000000005 ; 4092900000000020
0000000000000005 ; 40929000000001D0
0000000000000007 ; 4031900000000010
0000000000000007 ; 4031900000000020
0000000000000007 ; 4031900000000030
0000000000000007 ; 4031900000000040
0000000000000007 ; 4031900000000080
0000000000000007 ; 40319000000000C0
0000000000000007 ; 40319000000001D0
0000000000000007 ; 4031900000000210
0000000000000007 ; 4131900400000040
0000001000000005 ; 4892900000000010
0000001000000005 ; 4892900000000020
0000001000000005 ; 4892900000000030
0000001000000005 ; 4892900000000040
0000001000000005 ; 4892900000000050
0000001000000005 ; 4892900000000070
0000001000000005 ; 4892900000000080
0000001000000005 ; 48929000000000C0
0000001000000005 ; 4892900000000140
0000001000000005 ; 48929000000001C0
0000001000000005 ; 48929000000001D0
0000001000000005 ; 4892900000000210
0000001000000005 ; 4892900300000040
0000001000000005 ; 48929003000000C0
0000001000000005 ; 4892900400000040
0000001000000005 ; 48929004000000C0
0000001000000005 ; 4892900400000210
0000001000000007 ; 4891900000000010
0000001000000007 ; 4891900000000020
0000001000000007 ; 4891900000000040
0000001000000007 ; 4891900000000050
0000001000000007 ; 4891900000000080
0000001000000007 ; 48919000000000C0
0000001000000007 ; 48919000000001D0
0000001000001005 ; 3892900000000030
0000001000001005 ; 3892900000000050
0000001000002006 ; 3895900000000030
0000001000002006 ; 3895900000000050
0000001000002006 ; 3895900000000070
0000001000006006 ; 3895900000000030
0000001000006006 ; 3895900000000050
0000002000000000 ; 9999900000000000
0000002000000001 ; 4000000000000030
0000002000000007 ; 4031900000000030
000000200000000A ; 4038900000000030
000000200000000A ; 4038900000000040
000000200000000A ; 40389000000001D0
000000200000000A ; 4138900300000020
000000200000000A ; 4138900400000020
0000003000000000 ; 9899900000000000
0000003000000000 ; 9999900000000000
0000003000000005 ; 4892900000000010
0000003000000005 ; 4892900000000020
0000003000000005 ; 4892900000000030
0000003000000005 ; 4892900000000040
0000003000000007 ; 4899900000000010
0000003000000007 ; 4899900000000020
0000003000000007 ; 4899900000000030
0000003000000007 ; 4899900000000040
0000003000000007 ; 4899900000000050
0000003000000007 ; 48999000000000C0
0000003000000007 ; 48999000000001D0
0000003000000007 ; 4899900000000210
000000300000000A ; 4899900000000020
0000003000002000 ; 9999900000000000
000000300000200A ; 3899900000000030
1000000000003000 ; 7220900000000000
1000000000100000 ; 7000000000000000
1000001000002005 ; 3892900000000030
1000001000002006 ; 3895900000000020
1000001000002006 ; 3895900000000030
1000001000002006 ; 3895900000000040
1000001000002006 ; 3895900000000070
1000001000003005 ; 3892900000000030
1000001000003005 ; 3892900000000070
1000001000006006 ; 3895900000000020
1000001000006006 ; 3895900000000030
1000001000100000 ; 78909000000000C0
1000001000100005 ; 3892900000000010
1000001000100005 ; 3892900000000040
1000001000100005 ; 38929000000000C0
1000002000000600 ; 7038900000000001
1000002000000600 ; 7138900300000001
1000002000000600 ; 7138900400000001
1000002000000700 ; 7038900000000001
1000003000002000 ; 7899900000000000
1000003000003000 ; 7899900000000000
1000003000100000 ; 7899900000000000
1000003000100007 ; 3899900000000010
100000300010000A ; 3899900000000010
1000100000000000 ; 7000000000000000
1000100000000000 ; 7100000400000000
1000100000000001 ; 30000000000000C0
1000101000000005 ; 3892900000000080
1000200000000002 ; 3000000000000121
1000600000000600 ; 7033700000000002
1000600000000600 ; 7133700400000002
1000600000100017 ; 3031900000000021
1000601000000000 ; 7894700000000001
1000601000000005 ; 3892900000000021
1000601000000005 ; 3892900000000031
1000601000000005 ; 3892900000000041
1000601000000005 ; 3892900000000081
1000601000000005 ; 38929000000000C1
1000601000000005 ; 3892900000000111
1000601000000005 ; 3892900000000121
1000601000000005 ; 3892900000000141
1000601000000005 ; 38929000000001C1
1000601000000005 ; 38929000000001D1
1000601000000007 ; 3891900000000021
1000601000000007 ; 3891900000000031
1000601000000007 ; 3891900000000041
1000601000000007 ; 3891900000000051
1000601000000007 ; 3891900000000081
1000601000000007 ; 38919000000000C1
1000601000000007 ; 38919000000001C1
1000601000000007 ; 38919000000001D1
1000601000000007 ; 3891900000000211
1000601000002006 ; 38959000000001C1
1000601000100007 ; 38919000000001C1
1000603000000000 ; 7894700000000001
100060300000000A ; 38999000000001C1
100060300000000A ; 38999000000001D1
1001000000000000 ; 7000000000000000
1001000000000000 ; 7100000400000000
1001000000000000 ; 7100000400000110
1001000000000000 ; 7100000400000150
1001000000000007 ; 31319004000001C0
1001000000100000 ; 7000000000000000
1001000000100000 ; 7000000000000020
1001100000000000 ; 7000000000000000
1001100000000000 ; 7100000400000000
1001200000000002 ; 30000000000000C1
1001200000000002 ; 3000000000000121
1002000000000001 ; 31000004000001C1
1010000000000000 ; 7000000000000000
1010000000000000 ; 7100000300000000
1010000000000000 ; 7100000400000000
1010000000000001 ; 3000000000000030
1010000000000007 ; 3031900000000030
1010000000001000 ; 7000000000000000
1010000000002006 ; 3335900000000030
1010000000006006 ; 3335900000000030
1010000000100000 ; 7000000000000000
1010001000000000 ; 7890900000000000
1010001000000000 ; 7890900000000020
1010001000000000 ; 7890900000000030
1010001000000000 ; 7890900000000080
1010001000000000 ; 78909000000000C0
1010001000000000 ; 7890900000000210
1010001000000005 ; 3892900000000020
1010001000000005 ; 3892900000000040
1010001000000005 ; 3892900000000080
1010001000000005 ; 38929000000000C0
1010001000000005 ; 38929000000001D0
1010001000000005 ; 3892900000000210
1010001000000007 ; 3891900000000020
1010001000000007 ; 38919000000000C0
1010001000100000 ; 7890900000000000
1010001000100000 ; 7890900000000030
1010002000000000 ; 7000000000000000
1010002000000000 ; 7000000000000020
1010002000000000 ; 7000000000000080
1010002000000000 ; 7100000400000080
101000200000000A ; 3038900000000080
101000200000000A ; 30389000000001C0
1010003000000000 ; 7899900000000000
1010003000000007 ; 3899900000000040
1010003000000007 ; 3899900000000210
1010100000000000 ; 7000000000000000
1010100000000000 ; 7100000400000000
1010100000000001 ; 30000000000000C0
1010300000000002 ; 30000000000000C1
1010601000000000 ; 7894700000000001
1010601000000005 ; 3892900000000011
1010601000000005 ; 3892900000000021
1010601000000005 ; 3892900000000031
1010601000000005 ; 3892900000000041
1010601000000005 ; 3892900000000081
1010601000000005 ; 38929000000000C1
1010601000000005 ; 3892900000000141
1010601000000007 ; 3891900000000021
1010601000000007 ; 3891900000000041
1010601000100007 ; 3891900000000041
1011000000000000 ; 7000000000000000
1011000000000000 ; 7100000400000000
1011000000000010 ; 7000000000000000
1011000000100000 ; 7000000000000000
1011100000000000 ; 7000000000000000
1011100000000000 ; 7100000400000000
1011100000000001 ; 30000000000000C0
1011100000000001 ; 31000004000000C0
1011300000000000 ; 7010700000000001
1011300000000002 ; 30000000000000C1
1011300000000002 ; 31000004000000C1
1030000000000000 ; 7020200000000021
1030001000000000 ; 7890200000000001
1030001000000005 ; 3892900000000041
1030001000000005 ; 38929000000000C1
1030001000000005 ; 3892900000000141
1030001000100007 ; 3891900000000021
1030002000000000 ; 7020200000000001
1030002000000000 ; 7120200300000001
1030002000000007 ; 30319000000000C1
1030003000000000 ; 7899200000000001
1030601000000000 ; 7894700000000002
1030601000000005 ; 38929000000000C2
1040000000001000 ; 7020400000000001
1100000000000000 ; 7000000000000000
1100000000000000 ; 7000000000000020
1100000000000000 ; 7000000000000080
1100000000000000 ; 7000000000000210
1100000000000000 ; 7100000300000000
1100000000000000 ; 7100000400000000
1100000000000001 ; 3000000000000030
1100000000000005 ; 3002000000000020
1100000000000007 ; 3031900000000020
1100000000000007 ; 3031900000000080
1100000000000007 ; 30319000000000C0
1100000000000007 ; 30319000000001C0
1100000000000007 ; 30319000000001D0
1100000000000007 ; 3031900000000210
1100000000000007 ; 3131900400000020
