2030,QNET,t
2031,QNET_01,t
2070,QSI,t
2071,QSO,t
2072,QSI_010,t
2073,QSI_01,t
2074,QSO_01,t
2075,QS_01,t
2076,QD_01,t
2101,QLI_01,t
2102,QLO_01,t
2103,QLINETINST_01,t
2104,QLONETINST_01,t
2105,QLINETINST_010,t
2106,QLONETINST_010,t
2121,OT_01,t
2122,OT_010,t
3000,\N,t
3001,\N,t
3002,\N,t
3003,\N,t
3004,\N,t
3005,\N,t
3006,\N,t
3007,\N,t
3008,\N,t
3009,\N,t
3010,\N,t
3011,\N,t
3012,\N,t
3013,\N,t
3014,\N,t
3015,\N,t
3016,\N,t
3017,\N,t
3018,\N,t
3019,\N,t
3020,\N,t
3021,\N,t
3022,\N,t
3023,\N,t
3024,\N,t
3025,\N,t
3026,\N,t
3027,\N,t
3028,\N,t
3029,\N,t
3030,\N,t
3031,\N,t
3032,\N,t
3033,\N,t
3034,\N,t
3035,\N,t
3036,\N,t
3037,\N,t
3038,\N,t
3039,\N,t
3040,\N,t
3041,\N,t
3042,\N,t
3043,\N,t
3044,\N,t
3045,\N,t
3046,\N,t
3047,\N,t
3048,\N,t
3049,\N,t
3050,\N,t
3051,\N,t
3052,\N,t
3053,\N,t
3054,\N,t
3055,\N,t
3056,\N,t
3057,\N,t
3058,\N,t
3059,\N,t
3060,\N,t
3061,\N,t
3062,\N,t
3063,\N,t
3064,\N,t
3065,\N,t
3066,\N,t
3067,\N,t
3068,\N,t
3069,\N,t
3070,\N,t
3071,\N,t
3072,\N,t
3073,\N,t
3074,\N,t
3075,\N,f
3076,\N,f
3077,\N,f
3078,\N,f
3079,\N,f
3080,\N,f
3081,\N,t
3082,\N,t
3083,\N,t
3084,\N,t
3085,\N,t
3086,\N,t
3087,\N,t
3088,\N,t
3089,\N,t
3090,\N,t
3091,\N,t
3092,\N,t
3093,\N,t
3094,\N,t
3095,\N,t
3096,\N,t
3097,\N,t
3098,\N,t
3099,\N,t
3100,\N,t
3101,\N,t
3102,\N,t
3103,\N,t
3104,\N,t
3105,\N,t
3106,\N,t
3107,\N,t
3108,\N,t
3109,\N,t
3110,\N,t
3111,\N,t
3112,\N,t
3113,\N,t
3114,\N,t
3115,\N,t
3116,\N,f
3117,\N,f
3118,\N,f
3119,\N,f
3120,\N,f
3121,\N,f
3122,\N,f
3123,\N,t
3124,\N,t
3125,\N,t
3126,\N,t
3127,\N,f
3128,\N,t
3129,\N,f
3130,\N,t
3131,\N,t
3132,\N,t
3133,\N,t
3134,\N,t
3135,\N,t
3136,\N,t
3137,\N,t
3138,\N,t
3139,\N,t
3140,\N,f
10039,L_01,f
10047,WAWA_015,t
10048,WAWA_05,t
10049,WAWA_01,t
10050,WAWA_NWS,t
10051,SLAG,f
10052,SLAGV,f
10053,SLAGW,f
10054,SLAGWA,f
10061,DD_01,t
10081,FF_01,t
10083,FG_01,t
10084,FSQUALL,t
10085,FG_020,t
10090,FFX_01,t
10091,FFY_01,t
10092,FFZ_01,t
10093,STD_FFX_01,t
10094,STD_FFY_01,t
10095,STD_FFZ_01,t
10096,TVIRT,t
10097,STD_TVIRT_01,t
10098,CHECKTHIES3D,t
10099,STATTHIES3D,t
10104,RA1_01,t
10105,RA2_01,t
10106,RA3_01,t
10107,RAC_01,t
10109,TVIRTN,t
10110,TVIRTX,t
10112,SIGNSTR_SHM,t
10115,ANTP_01,t
10116,RACW_01,t
10117,SACMM_01,t
10118,RAD_01,t
10119,ANTP,t
10125,RIS_01,t
10126,RIW_01,t
10127,RI_01,t
10128,RI_05,t
10132,OD_01,t
10133,OD,t
10221,TIGEO_01,t
10222,TIPAR_01,t
10223,TILPM_01,t
10224,TA_DELTA,t
10225,TIQL,t
10226,TIUU,t
10227,TITPS,t
10228,TIQS,t
10271,VMOR_01,t
10283,AMPLPAR_01,t
10284,APAR_01,t
10285,STATPAR,t
10286,STATLPM,t
10287,STATPWD,t
10288,KVALLPM_01,t
10289,STATSA,t
10301,HEATSTATPLUV,t
10302,STATPLUV,t
10303,RA_01,t
10304,TIPLUV_01,t
10305,RRDELAYED_01,t
10306,RACPLUV_ALGOR_01,t
10307,RAPLUVDELAYED_01,t
10308,RRPLUV_01,t
10309,RIPLUV_01,t
10310,RA_GRAMM_01,t
10311,RACTRWS_ALGOR_01,t
10312,RACPLUV_ALGOR_1,t
10333,YN_01,t
10501,ALARMPWS,t
10502,STATPWS,t
10503,TAPWS,t
10504,UUPWS,t
10506,HTD,t
10507,HPA,t
10508,STATTA,t
10509,STATRH,t
10510,STATPA,t
10511,STATRA,t
10512,STATCL31,t
10513,STATFFDD,t
10514,STATVENT,t
10515,STATFAN,t
10516,STATEL,t
10517,HEATSTATFFDD,t
10518,STATCEIL,t
10520,TWB,t
10521,PARTVEL_01,t
10522,PARTSIZ_01,t
10523,ADRZZ_01,t
10524,AFRDRZZ_01,t
10525,ARAIN_01,t
10526,AFRRAIN_01,t
10527,ASNWGR_01,t
10528,ASNWFL_01,t
10529,AICPL_01,t
10530,AHAIL_01,t
10531,AGRAUP_01,t
10532,AERR_01,t
10533,AUKNWN_01,t
10609,WHM0HF,t
10610,WHM0LF,t
10611,WHMEAN,t
10612,WHS1MAX,t
10613,WS1HMAX,t
10614,WS1MAX,t
10615,WS1MEAN,t
10616,WSDP1,t
10617,WSFP,t
10618,WSIGS1,t
10619,WSPR1,t
10620,WSPRT,t
10621,WSPRTP,t
10622,WTC,t
10623,WTHHF,t
10624,WTHLF,t
10625,WTHTP,t
10626,WTL,t
10627,WTM02,t
10628,WTM24,t
10629,WTU,t
10630,WUI,t
10631,WTM02LF,t
10632,WTM02HF,t
10633,WDHF,t
10634,WSPRLC,t
10635,WSPRFO,t
10636,WSPRM,t
10637,WDLF,t
11104,RRD,t
